machine_id,t,vibration,temperature,current,failure_soon
0,61,1.64,65.651,10.836,0
0,62,1.549,65.826,10.547,0
0,63,1.742,64.137,10.874,0
0,64,1.733,64.635,10.395,0
0,65,1.748,65.595,10.616,0
0,66,1.358,65.975,10.121,0
0,67,1.534,65.533,10.743,0
0,68,1.88,65.214,10.452,0
0,69,1.887,64.757,10.915,0
0,70,1.786,65.959,10.544,0
0,71,1.593,64.927,10.463,0
0,72,1.665,64.88,10.673,0
0,73,1.854,65.52,10.002,0
0,74,1.708,65.934,10.505,0
0,75,1.317,66.538,10.193,0
0,76,1.615,66.17,10.634,0
0,77,2.067,66.212,10.461,0
0,78,1.706,65.009,10.494,0
0,79,1.716,64.586,10.311,0
0,80,1.619,64.7,10.503,0
0,81,1.506,65.872,10.392,0
0,82,1.381,66.212,10.647,0
0,83,1.662,65.35,10.378,0
0,84,1.517,65.141,10.396,0
0,85,1.705,64.839,10.283,0
0,86,1.645,64.273,10.656,0
0,87,1.838,64.948,11.274,0
0,88,1.607,63.882,10.624,0
0,89,1.583,65.668,11.046,0
0,90,1.671,66.409,10.57,0
0,91,1.792,64.298,10.395,0
0,92,1.516,65.289,10.739,0
0,93,1.833,64.96,10.215,0
0,94,1.684,66.688,10.306,0
0,95,1.602,65.433,11.037,0
0,96,1.439,65.415,10.535,0
0,97,1.724,65.682,10.572,0
0,98,1.601,63.075,10.784,0
0,99,1.684,66.214,10.812,0
0,100,1.524,64.405,10.458,0
0,101,1.513,65.552,11.103,0
0,102,1.681,64.433,10.272,0
0,103,1.665,65.002,10.047,0
0,104,1.729,63.964,10.23,0
0,105,1.581,64.714,11.004,0
0,106,1.629,65.125,10.362,0
0,107,1.496,65.398,10.861,0
0,108,1.501,65.87,11.103,0
0,109,1.499,64.46,10.949,0
0,110,1.642,66.356,10.614,0
0,111,1.63,65.614,10.453,0
0,112,1.563,65.455,10.657,0
0,113,1.692,65.062,11.164,0
0,114,1.697,64.591,10.152,0
0,115,1.795,66.18,10.77,0
0,116,1.707,65.653,10.21,0
0,117,1.533,66.195,10.15,0
0,118,1.553,65.582,10.211,0
0,119,1.694,64.624,10.318,0
0,120,1.928,64.57,10.488,0
0,121,1.652,66.016,10.365,0
0,122,1.969,65.349,10.606,0
0,123,1.52,64.193,10.419,0
0,124,1.657,65.28,10.55,0
0,125,1.752,65.076,10.428,0
0,126,1.65,64.764,10.38,0
0,127,1.732,65.635,10.299,0
0,128,1.588,63.965,10.439,0
0,129,1.727,65.811,10.647,0
0,130,1.803,64.075,10.133,0
0,131,1.491,64.161,9.813,0
0,132,1.913,64.989,10.709,0
0,133,1.9,65.989,11.008,0
0,134,1.723,65.14,10.614,0
0,135,1.611,65.157,10.353,0
0,136,1.501,64.69,10.73,0
0,137,1.534,65.596,10.679,0
0,138,1.713,65.284,10.461,0
0,139,1.827,64.307,10.967,0
0,140,1.578,65.571,11.121,0
0,141,1.682,65.385,10.616,0
0,142,1.365,66.611,11.129,0
0,143,1.368,65.083,10.056,0
0,144,1.717,65.605,9.885,0
0,145,1.857,64.336,10.502,0
0,146,1.642,65.04,10.893,0
0,147,1.512,63.626,10.743,0
0,148,1.618,64.54,10.7,0
0,149,1.633,66.275,10.673,0
0,150,1.745,64.581,10.316,0
0,151,1.577,64.057,11.004,0
0,152,1.675,64.908,10.134,0
0,153,1.724,64.219,10.385,0
0,154,1.633,65.041,10.983,0
0,155,1.65,63.458,10.221,0
0,156,1.603,64.227,10.4,0
0,157,1.952,65.259,11.053,0
0,158,1.744,65.526,10.67,0
0,159,1.583,65.06,9.987,0
0,160,1.594,65.408,10.657,0
0,161,1.515,65.779,10.465,0
0,162,1.977,64.666,11.168,0
0,163,1.955,64.62,10.247,0
0,164,1.727,65.237,10.655,0
0,165,1.679,65.087,10.34,0
0,166,1.782,62.995,10.502,0
0,167,1.585,65.408,11.104,0
0,168,1.684,65.423,10.599,0
0,169,1.491,65.324,10.485,0
0,170,1.87,65.708,10.404,0
0,171,1.521,64.939,10.759,0
0,172,1.617,64.502,10.98,0
0,173,1.679,65.927,10.53,0
0,174,1.67,63.798,10.423,0
0,175,1.445,65.673,10.333,0
0,176,1.583,65.987,11.242,0
0,177,1.531,64.959,10.84,0
0,178,1.485,65.687,11.058,0
0,179,1.58,63.569,10.563,0
0,180,1.611,65.703,10.578,0
0,181,1.85,65.632,10.57,0
0,182,1.548,64.286,10.184,0
0,183,1.503,64.519,10.495,0
0,184,1.561,65.638,10.445,0
0,185,1.727,65.686,10.851,0
0,186,1.726,65.716,10.785,0
0,187,1.386,65.455,10.824,0
0,188,1.562,65.023,10.375,0
0,189,1.74,65.528,10.846,0
0,190,1.854,65.367,10.531,0
0,191,1.789,65.602,10.633,0
0,192,1.519,66.284,10.478,0
0,193,1.738,65.537,10.703,0
0,194,1.727,64.142,10.963,0
0,195,1.479,65.662,11.004,0
0,196,1.758,64.333,10.886,0
0,197,1.566,65.195,10.851,0
0,198,1.643,64.145,11.107,0
0,199,1.707,65.481,10.958,0
0,200,1.806,64.193,11.131,0
0,201,1.684,64.907,10.501,0
0,202,1.676,64.183,10.482,0
0,203,1.753,66.331,10.878,0
0,204,1.735,64.438,10.958,0
0,205,1.653,64.609,10.462,0
0,206,1.399,64.771,11.011,0
0,207,1.614,64.843,10.353,0
0,208,1.929,64.84,10.601,0
0,209,1.644,65.332,10.602,0
0,210,1.543,64.471,10.807,0
0,211,1.592,65.308,10.108,0
0,212,1.867,64.4,10.772,0
0,213,1.613,64.001,10.657,0
0,214,1.838,63.615,9.612,0
0,215,1.629,64.837,10.921,0
0,216,1.403,63.747,10.427,0
0,217,1.715,65.52,10.77,0
0,218,1.571,64.232,10.111,0
0,219,1.67,64.762,10.828,0
0,220,1.815,65.336,10.017,0
0,221,1.861,65.51,10.493,0
0,222,1.813,64.397,10.654,0
0,223,1.608,64.688,10.782,0
0,224,1.573,64.507,10.822,0
0,225,2.082,66.249,10.715,0
0,226,1.643,66.56,10.652,0
0,227,1.88,65.271,10.911,0
0,228,1.729,65.58,10.608,0
0,229,1.443,65.126,10.725,0
0,230,1.451,64.101,10.143,0
0,231,1.703,64.424,10.716,0
0,232,1.924,65.52,10.149,0
0,233,1.865,65.706,10.828,0
0,234,1.543,66.49,10.475,0
0,235,1.823,65.497,10.601,0
0,236,1.519,65.507,10.882,0
0,237,1.528,65.053,10.487,0
0,238,1.555,65.388,10.683,0
0,239,1.482,65.536,10.645,0
0,240,1.616,64.637,10.357,0
0,241,1.732,65.745,10.835,0
0,242,1.618,65.044,10.339,0
0,243,1.66,64.275,10.611,0
0,244,1.704,65.307,10.75,0
0,245,1.745,64.428,11.052,0
0,246,1.648,64.892,10.064,0
0,247,1.773,64.038,10.589,0
0,248,1.463,65.015,10.543,0
0,249,1.863,65.351,10.185,0
0,250,1.528,65.263,10.403,0
0,251,1.718,64.715,10.521,0
0,252,1.615,64.626,10.556,0
0,253,1.858,65.383,10.858,0
0,254,1.588,65.683,10.883,0
0,255,1.433,63.61,10.986,0
0,256,1.724,64.682,10.002,0
0,257,1.523,65.239,10.43,0
0,258,1.657,65.178,10.874,0
0,259,1.795,65.788,10.493,0
0,260,1.662,65.066,10.034,0
0,261,1.682,64.269,10.622,0
0,262,1.617,65.243,10.975,0
0,263,1.342,66.428,10.592,0
0,264,1.698,63.764,11.553,0
0,265,1.341,65.402,10.648,0
0,266,1.592,65.034,10.415,0
0,267,1.971,63.986,10.79,0
0,268,1.751,65.547,10.417,0
0,269,1.486,65.989,10.405,0
0,270,1.34,65.947,10.037,0
0,271,1.846,65.419,10.403,0
0,272,1.526,65.587,10.862,0
0,273,1.587,64.148,9.979,0
0,274,1.707,65.01,10.581,0
0,275,1.532,64.027,10.876,0
0,276,1.801,65.81,10.236,0
0,277,1.318,65.437,9.967,0
0,278,1.531,64.201,10.67,0
0,279,1.685,65.469,10.569,0
0,280,1.543,64.5,10.714,0
0,281,1.619,65.661,10.622,0
0,282,1.599,66.252,10.974,0
0,283,1.797,64.729,10.567,0
0,284,1.546,65.946,10.444,0
0,285,1.649,64.945,10.921,0
0,286,1.585,64.871,10.786,0
0,287,1.312,66.177,10.431,0
0,288,1.82,67.081,11.213,0
0,289,2.012,64.933,10.662,0
0,290,1.739,65.219,10.878,0
0,291,1.564,64.601,10.704,0
0,292,1.708,65.572,10.919,0
0,293,1.899,64.728,10.417,0
0,294,1.764,65.291,11.283,0
0,295,1.623,65.822,10.595,0
0,296,1.72,64.65,10.423,0
0,297,1.834,65.534,10.566,0
0,298,1.836,63.707,11.096,0
0,299,1.643,64.297,10.669,0
0,300,1.532,64.999,10.697,0
0,301,1.714,66.158,10.628,0
0,302,1.633,65.999,10.272,0
0,303,1.502,65.882,10.76,0
0,304,1.766,66.062,10.377,0
0,305,1.909,65.704,10.253,0
0,306,1.932,64.618,10.654,0
0,307,1.565,65.438,10.661,0
0,308,1.51,63.903,10.656,0
0,309,1.921,64.817,11.122,0
0,310,1.512,66.212,10.854,0
0,311,1.542,64.876,10.907,0
0,312,1.561,65.056,10.703,0
0,313,1.9,65.049,10.497,0
0,314,1.864,65.165,10.53,0
0,315,1.794,64.759,10.858,0
0,316,1.531,64.504,10.149,0
0,317,1.641,64.184,10.575,0
0,318,1.884,65.521,10.409,0
0,319,1.809,63.748,10.125,0
0,320,1.565,65.657,10.37,0
0,321,1.891,64.717,10.525,0
0,322,1.493,65.271,9.926,0
0,323,1.558,65.372,10.382,0
0,324,1.599,65.177,10.48,0
0,325,2.161,64.075,10.863,0
0,326,1.804,65.783,10.217,0
0,327,1.781,64.189,10.601,0
0,328,1.796,64.787,10.912,0
0,329,1.572,65.137,10.775,0
0,330,1.567,65.844,10.706,0
0,331,1.661,66.52,10.651,0
0,332,1.626,64.008,10.873,0
0,333,1.64,65.614,10.07,0
0,334,1.777,64.81,10.192,0
0,335,1.55,64.041,10.155,0
0,336,1.523,65.891,10.89,0
0,337,1.593,66.072,11.014,0
0,338,1.805,65.967,10.538,0
0,339,1.718,65.983,9.896,0
0,340,1.422,65.844,10.816,0
0,341,1.673,64.299,10.446,0
0,342,1.293,65.527,10.075,0
0,343,2.011,65.364,10.484,0
0,344,1.769,65.228,10.453,0
0,345,1.72,65.462,10.566,0
0,346,1.729,64.82,11.11,0
0,347,1.645,65.434,10.606,0
0,348,1.797,63.762,10.352,0
0,349,1.937,65.738,10.418,0
0,350,1.987,65.554,10.11,0
0,351,1.604,65.771,10.623,0
0,352,1.712,65.628,10.809,0
0,353,1.85,64.918,10.507,0
0,354,1.59,65.536,11.12,0
0,355,1.528,64.714,10.35,0
0,356,1.576,64.466,10.644,0
0,357,1.508,65.588,10.475,0
0,358,1.536,64.605,10.761,0
0,359,1.644,64.806,10.915,0
0,360,1.987,66.757,10.372,0
0,361,1.79,64.188,10.22,0
0,362,1.658,65.1,10.861,0
0,363,1.516,65.228,10.659,0
0,364,1.428,64.118,10.861,0
0,365,1.61,65.576,10.815,0
0,366,1.82,64.67,9.766,0
0,367,1.758,64.241,10.345,0
0,368,1.579,65.557,10.738,0
0,369,1.807,65.839,11.075,0
0,370,1.664,65.328,10.661,0
0,371,1.845,64.649,10.591,0
0,372,1.792,65.077,10.411,0
0,373,1.649,63.139,10.934,0
0,374,1.902,65.522,10.804,0
0,375,1.477,65.143,10.815,0
0,376,1.504,64.674,10.139,0
0,377,1.571,66.412,10.444,0
0,378,1.547,65.708,10.271,0
0,379,1.58,65.67,10.546,0
0,380,1.582,64.099,10.69,0
0,381,1.527,66.634,11.037,0
0,382,1.75,63.953,10.166,0
0,383,1.601,65.321,10.563,0
0,384,1.664,65.282,10.245,0
0,385,1.683,65.904,10.511,0
0,386,1.467,65.208,10.161,0
0,387,1.826,64.912,10.577,0
0,388,1.781,64.367,10.737,0
0,389,1.876,65.323,10.943,0
0,390,1.306,63.761,10.6,0
0,391,1.754,62.66,10.517,0
0,392,1.682,65.07,10.947,0
0,393,1.9,64.15,11.021,0
0,394,1.673,65.771,10.245,0
0,395,1.601,66.029,10.729,0
0,396,1.592,64.267,10.933,0
0,397,1.676,64.665,10.606,0
0,398,1.739,66.437,10.229,0
0,399,1.766,63.764,10.339,0
0,400,1.802,65.053,10.592,0
0,401,1.921,66.089,10.481,0
0,402,1.735,63.367,10.962,0
0,403,1.791,64.359,10.628,0
0,404,1.597,64.913,10.923,0
0,405,1.547,65.031,10.406,0
0,406,1.56,66.023,10.421,0
0,407,1.831,63.942,10.928,0
0,408,1.716,64.514,10.392,0
0,409,1.355,64.244,10.738,0
0,410,1.577,65.346,10.113,0
0,411,2.05,65.986,10.58,0
0,412,1.625,64.714,10.218,0
0,413,1.409,66.25,10.719,0
0,414,1.952,65.996,10.23,0
0,415,1.765,65.108,11.043,0
0,416,1.637,65.704,10.983,0
0,417,1.818,63.679,10.565,0
0,418,1.847,65.364,10.59,0
0,419,1.7,64.794,10.286,0
0,420,1.724,64.817,10.056,0
0,421,1.854,65.338,10.775,0
0,422,1.654,65.358,10.204,0
0,423,2.009,64.802,10.659,0
0,424,1.714,65.396,10.237,0
0,425,1.804,65.326,10.786,0
0,426,1.667,63.638,10.962,0
0,427,1.764,64.762,10.606,0
0,428,1.687,66.371,10.581,0
0,429,1.458,65.827,10.583,0
0,430,1.657,64.203,9.978,0
0,431,1.441,65.431,10.281,0
0,432,1.813,64.224,11.086,0
0,433,1.658,65.36,11.158,0
0,434,1.744,64.885,9.862,0
0,435,1.54,64.512,10.377,0
0,436,1.607,65.247,10.322,0
0,437,1.409,64.617,10.294,0
0,438,1.85,65.599,10.903,0
0,439,1.555,64.955,10.324,0
0,440,1.718,64.19,10.232,0
0,441,1.614,65.552,10.222,0
0,442,1.756,64.625,10.573,0
0,443,1.757,65.596,10.653,0
0,444,1.864,64.356,11.127,0
0,445,1.81,65.983,10.686,0
0,446,1.568,64.063,10.63,0
0,447,1.459,65.545,10.592,0
0,448,1.779,63.579,10.96,0
0,449,1.519,63.998,11.009,0
0,450,1.884,64.182,10.902,0
0,451,1.837,64.648,10.3,0
0,452,2.034,63.81,10.494,0
0,453,1.62,65.98,10.452,0
0,454,1.882,65.648,10.764,0
0,455,1.687,65.783,10.264,0
0,456,1.551,65.359,10.628,0
0,457,1.739,65.547,10.127,0
0,458,1.78,65.527,10.611,0
0,459,1.64,65.143,10.833,0
0,460,1.766,64.59,9.698,0
0,461,1.763,65.439,10.613,0
0,462,1.802,66.532,10.943,0
0,463,1.856,64.965,10.41,0
0,464,1.618,65.823,11.423,0
0,465,1.621,64.984,10.25,0
0,466,1.602,63.574,10.509,0
0,467,1.726,63.978,10.386,0
0,468,1.542,65.914,10.299,0
0,469,1.773,65.545,10.498,0
0,470,1.752,66.169,10.469,0
0,471,1.629,64.401,10.788,0
0,472,1.543,66.304,11.115,0
0,473,1.382,66.117,11.026,0
0,474,1.76,65.101,10.555,0
0,475,1.848,65.904,10.376,0
0,476,1.76,65.594,10.607,0
0,477,1.544,64.694,10.672,0
0,478,1.521,65.129,11.45,0
0,479,1.611,64.86,10.459,0
0,480,1.483,65.684,11.323,0
0,481,1.762,66.688,10.705,0
0,482,1.528,65.447,10.527,0
0,483,1.602,66.434,11.064,0
0,484,1.296,65.714,9.856,0
0,485,1.55,64.697,10.38,0
0,486,1.67,63.912,10.408,0
0,487,1.624,65.67,10.529,0
0,488,1.712,64.541,10.906,0
0,489,1.592,65.787,10.644,0
0,490,1.629,65.914,9.924,0
0,491,1.623,65.34,10.431,0
0,492,1.812,64.49,10.148,0
0,493,1.681,65.931,10.329,0
0,494,2.002,64.627,10.546,0
0,495,1.419,64.926,10.043,0
0,496,1.717,64.922,10.835,0
0,497,1.681,63.997,10.878,0
0,498,1.671,64.928,10.303,0
0,499,1.649,66.54,10.457,0
0,500,1.797,65.27,10.53,0
0,501,1.743,64.803,10.294,0
0,502,1.562,64.798,10.42,0
0,503,1.509,65.348,11.015,0
0,504,1.403,64.498,10.865,0
0,505,1.734,65.08,10.46,0
0,506,1.996,65.213,10.262,0
0,507,1.658,65.751,10.572,0
0,508,1.544,65.799,10.426,0
0,509,1.452,65.291,10.747,0
0,510,1.937,65.719,10.142,0
0,511,1.621,65.342,10.732,0
0,512,1.715,64.874,10.357,0
0,513,1.66,64.001,10.637,0
0,514,1.753,64.466,10.433,0
0,515,1.552,65.143,10.802,0
0,516,1.74,64.285,10.252,0
0,517,1.819,64.856,11.113,0
0,518,1.98,64.793,10.494,0
0,519,1.623,64.89,10.481,0
0,520,1.692,64.885,10.58,0
0,521,1.718,65.256,10.564,0
0,522,1.744,65.562,10.598,0
0,523,1.487,65.234,10.328,0
0,524,1.85,65.812,10.53,0
0,525,1.658,64.042,10.915,0
0,526,1.599,64.71,11.037,0
0,527,1.557,64.116,10.643,0
0,528,1.672,64.378,10.61,0
0,529,1.688,64.204,10.285,0
0,530,1.745,64.95,9.943,0
0,531,1.956,65.375,10.227,0
0,532,1.97,65.717,10.651,0
0,533,1.731,64.696,11.105,0
0,534,1.58,65.048,10.339,0
0,535,1.694,66.837,10.602,0
0,536,1.844,64.973,10.286,0
0,537,1.765,65.478,10.441,0
0,538,1.879,65.297,10.957,0
0,539,1.586,64.717,10.588,0
0,540,1.373,63.953,10.607,0
0,541,1.309,64.55,10.457,0
0,542,1.603,64.915,10.549,0
0,543,1.836,63.831,10.72,0
0,544,1.481,65.67,10.973,0
0,545,1.575,66.188,10.994,0
0,546,1.713,65.405,10.358,0
0,547,1.678,65.385,10.405,0
0,548,1.576,66.568,10.472,0
0,549,1.576,65.315,10.56,0
0,550,1.604,65.073,11.442,0
0,551,1.572,65.096,10.226,0
0,552,1.217,65.115,11.028,0
0,553,1.606,65.681,10.577,0
0,554,1.455,66.449,10.366,0
0,555,1.7,65.56,10.511,0
0,556,1.671,65.624,11.024,0
0,557,1.731,65.789,11.09,0
0,558,1.627,64.517,10.696,0
0,559,1.708,65.114,10.535,0
0,560,1.767,63.77,10.687,0
0,561,1.643,64.479,10.63,0
0,562,1.399,64.736,10.735,0
0,563,1.702,66.024,10.568,0
0,564,1.802,63.958,10.72,0
0,565,1.785,64.949,10.854,0
0,566,1.688,65.632,10.594,0
0,567,1.569,64.802,9.905,0
0,568,1.489,64.647,10.798,0
0,569,1.682,64.528,10.434,0
0,570,1.576,64.079,10.761,0
0,571,1.724,64.522,10.55,0
0,572,1.886,64.926,10.561,0
0,573,1.766,64.202,10.59,0
0,574,1.793,66.426,10.426,0
0,575,1.736,63.893,10.049,0
0,576,1.969,65.328,10.807,0
0,577,1.546,65.211,10.525,0
0,578,1.548,64.957,10.326,0
0,579,1.768,65.771,10.842,0
0,580,1.658,65.945,10.45,0
0,581,1.627,64.877,10.853,0
0,582,1.662,64.129,10.375,0
0,583,1.832,65.593,10.568,0
0,584,1.476,65.384,10.137,0
0,585,1.611,66.781,11.066,0
0,586,1.634,65.204,11.153,0
0,587,1.675,65.827,10.943,0
0,588,1.568,64.973,10.865,0
0,589,1.513,65.114,10.408,0
0,590,1.696,64.496,10.758,0
0,591,1.814,65.508,10.393,0
0,592,1.642,65.611,11.139,0
0,593,1.744,65.947,10.595,0
0,594,1.646,64.372,11.064,0
0,595,1.722,64.217,10.744,0
0,596,1.804,65.519,10.53,0
0,597,1.746,64.97,10.842,0
0,598,1.841,63.729,10.546,0
0,599,1.683,65.152,10.272,0
0,600,1.653,65.712,10.49,0
0,601,1.446,65.067,10.733,0
0,602,1.506,64.941,10.341,0
0,603,1.705,65.95,10.686,0
0,604,1.758,65.354,10.669,0
0,605,1.597,64.796,10.042,0
0,606,1.547,63.78,10.545,0
0,607,1.757,65.768,10.82,0
0,608,1.711,64.499,10.442,0
0,609,1.672,64.923,10.965,0
0,610,1.581,65.714,10.355,0
0,611,1.6,65.331,10.783,0
0,612,1.762,63.887,10.355,0
0,613,1.691,65.645,10.623,0
0,614,1.664,65.123,10.345,0
0,615,1.783,63.523,10.128,0
0,616,1.722,65.688,10.882,0
0,617,1.466,67.025,10.175,0
0,618,1.669,64.474,10.139,0
0,619,1.642,65.276,10.67,0
0,620,1.699,65.553,10.391,0
0,621,1.801,63.886,10.483,0
0,622,1.553,62.968,9.996,0
0,623,1.508,66.102,10.407,0
0,624,1.575,65.589,10.469,0
0,625,1.474,63.731,11.185,0
0,626,1.867,65.947,10.543,0
0,627,1.741,64.289,10.007,0
0,628,1.76,65.357,10.415,0
0,629,1.862,63.974,10.913,0
0,630,1.573,64.612,9.98,0
0,631,1.496,64.606,11.26,0
0,632,1.311,65.889,10.35,0
0,633,1.671,65.595,10.619,0
0,634,1.7,66.051,10.672,0
0,635,1.711,65.423,10.532,0
0,636,1.508,65.267,10.381,0
0,637,1.714,65.906,10.586,0
0,638,1.971,67.322,10.021,0
0,639,1.996,64.116,10.583,0
0,640,1.394,65.016,10.286,0
0,641,1.726,65.274,10.585,0
0,642,1.869,65.952,10.554,0
0,643,1.515,63.632,10.321,0
0,644,1.759,63.718,10.309,0
0,645,1.682,64.476,11.08,0
0,646,1.896,66.114,10.818,0
0,647,1.584,65.394,10.04,0
0,648,1.746,64.974,10.543,0
0,649,1.676,66.394,10.251,0
0,650,1.939,65.263,10.484,0
0,651,1.768,64.351,10.371,0
0,652,1.829,65.82,10.569,0
0,653,1.809,64.758,10.755,0
0,654,1.679,64.619,10.958,0
0,655,1.547,66.018,10.836,0
0,656,1.671,64.065,10.399,0
0,657,1.607,64.908,10.274,0
0,658,1.627,66.088,10.375,0
0,659,1.708,64.241,10.431,0
0,660,1.832,65.402,10.711,0
0,661,1.702,63.513,10.175,0
0,662,1.67,66.025,10.664,0
0,663,1.628,64.039,10.485,0
0,664,1.552,65.283,11.028,0
0,665,1.642,65.587,10.655,0
0,666,1.68,63.998,11.002,0
0,667,1.464,64.123,10.322,0
0,668,1.871,65.087,10.913,0
0,669,1.658,65.673,10.279,0
0,670,1.512,64.689,10.49,0
0,671,1.569,65.483,10.698,0
0,672,1.545,65.197,10.499,0
0,673,1.783,64.022,11.112,0
0,674,1.524,66.314,10.426,0
0,675,1.696,65.856,10.937,0
0,676,1.8,63.681,10.669,0
0,677,1.775,66.044,10.812,0
0,678,1.619,65.468,10.568,0
0,679,1.484,64.8,10.778,0
0,680,1.778,64.469,10.941,0
0,681,1.976,64.311,10.371,0
0,682,1.697,65.118,10.099,0
0,683,1.647,64.564,10.384,0
0,684,1.428,64.291,10.722,0
0,685,1.472,65.602,10.423,0
0,686,1.621,64.986,10.979,0
0,687,1.946,66.666,10.38,0
0,688,1.598,65.541,10.204,0
0,689,1.715,64.301,10.472,0
0,690,1.678,65.013,10.403,0
0,691,1.62,66.607,10.666,0
0,692,1.579,65.642,10.604,0
0,693,1.758,65.562,10.481,0
0,694,1.82,65.206,10.439,0
0,695,1.784,65.767,10.653,0
0,696,1.874,66.16,11.095,0
0,697,1.738,64.432,10.268,0
0,698,1.777,65.706,10.214,0
0,699,1.561,65.848,10.623,0
0,700,1.479,65.06,10.559,0
0,701,1.8,66.219,11.013,0
0,702,1.582,65.095,10.327,0
0,703,1.502,64.446,10.331,0
0,704,1.78,65.376,10.576,0
0,705,1.729,64.802,10.471,0
0,706,1.737,65.685,10.255,0
0,707,1.796,65.047,10.626,0
0,708,1.565,65.382,10.909,0
0,709,1.827,65.83,10.312,0
0,710,1.497,65.742,10.942,0
0,711,1.731,65.275,11.1,0
0,712,1.73,65.522,11.061,0
0,713,1.779,64.858,11.162,0
0,714,1.592,65.199,10.801,0
0,715,1.601,63.886,10.528,0
0,716,1.374,64.666,10.547,0
0,717,1.784,64.382,10.499,0
0,718,1.709,66.289,10.309,0
0,719,1.862,65.525,10.503,0
0,720,1.511,65.193,10.302,0
0,721,1.686,64.919,10.072,0
0,722,1.548,64.434,10.432,0
0,723,1.77,64.647,10.414,0
0,724,1.69,65.873,10.991,0
0,725,1.724,65.325,10.112,0
0,726,1.488,64.797,10.727,0
0,727,1.615,63.448,10.712,0
0,728,1.57,64.979,10.127,0
0,729,1.694,63.965,10.752,0
0,730,1.908,64.865,11.158,0
0,731,1.6,65.516,10.691,0
0,732,1.673,64.292,10.586,0
0,733,1.55,64.976,10.437,0
0,734,1.571,66.131,10.368,0
0,735,1.573,64.572,10.18,0
0,736,1.8,65.457,10.477,0
0,737,1.625,65.885,10.294,0
0,738,1.364,64.013,11.102,0
0,739,1.677,64.205,11.082,0
0,740,1.676,64.23,10.446,0
0,741,1.498,64.629,10.374,0
0,742,1.768,64.903,10.865,0
0,743,1.674,63.956,10.83,0
0,744,2.019,65.866,10.619,0
0,745,1.665,64.427,10.429,0
0,746,1.536,64.484,10.598,0
0,747,1.597,66.1,10.231,0
0,748,1.89,65.134,10.593,0
0,749,1.481,65.997,10.78,0
0,750,1.908,65.05,10.942,0
0,751,1.599,65.468,10.409,0
0,752,1.494,66.254,10.491,0
0,753,1.514,64.283,10.518,0
0,754,1.504,66.04,10.555,0
0,755,1.442,65.696,11.295,0
0,756,1.629,64.589,10.807,0
0,757,1.816,66.079,10.599,0
0,758,1.774,64.943,10.409,0
0,759,1.503,63.788,10.588,0
0,760,1.776,66.43,10.393,0
0,761,1.769,65.176,10.301,0
0,762,1.597,64.877,10.325,0
0,763,1.64,65.073,10.241,0
0,764,1.765,65.432,10.843,0
0,765,1.682,66.274,10.361,0
0,766,1.571,65.154,10.616,0
0,767,1.904,64.39,10.422,0
0,768,1.504,66.048,10.91,0
0,769,1.921,64.594,10.349,0
0,770,1.741,67.006,11.04,0
0,771,1.623,66.732,11.007,0
0,772,1.655,65.753,10.826,0
0,773,1.661,63.718,10.946,0
0,774,1.803,63.854,11.2,0
